job_names,job_group,level,salary,work_mode,domain_list,domain_group,skills_list,languages,tools,frameworks,libraries,programming_languages,others,company_names,city,post_date
Mobile Application Developer,Backend Developer,mid,Unknown,At office,"['Media, Advertising and Entertainment', 'Software Products and Web Services']","['IT & Software', 'Media / Creative']","['iOS', 'API', 'Big Data', 'Clean Architecture', 'UI-UX', 'Swift']",,['API'],,,['Swift'],"['iOS', 'Big Data', 'Clean Architecture', 'UI-UX']",DatVietVAC,Ho Chi Minh,2025-11-26
Fullstack Developer,Fullstack Developer,senior,Unknown,Hybrid,['Software Products and Web Services'],['IT & Software'],"['Unity', 'C#', '.Net Core', 'English']",['English'],['Unity'],['.Net Core'],,['C#'],,Simpson Strong-Tie Vietnam,Ho Chi Minh,2025-11-26
Frontend Developer,Frontend Developer,senior,Unknown,Hybrid,"['IT Services and IT Consulting', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['JavaScript', 'English', 'TypeScript', 'ReactJS']",['English'],,['ReactJS'],,"['JavaScript', 'TypeScript']",,"MONEY FORWARD VIETNAM CO.,LTD",Ho Chi Minh,2025-11-26
Automation Tester,QA / Tester,senior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['QA QC', 'SQL', 'Java', 'Postman', 'Tester', 'Automation Test']",,['Postman'],,,"['SQL', 'Java']","['QA QC', 'Tester', 'Automation Test']",One Mount Group,Ha Noi,2025-11-26
Backend Developer,Backend Developer,senior,Unknown,At office,['Software Development Outsourcing'],['IT & Software'],"['Golang', 'MongoDB', 'AI', 'MySQL', 'NestJS', 'TypeScript']",,"['MongoDB', 'MySQL']",['NestJS'],,"['Golang', 'TypeScript']",['AI'],Zyneric,Ho Chi Minh,2025-11-26
Software/Technical Architect,Manager / Lead,mid,Unknown,At office,['Securities & Investment'],['Finance'],"['Flutter', 'Blazor', 'C#', '.Net Core', 'ASP.NET']",,,"['Flutter', 'Blazor', '.Net Core', 'ASP.NET']",,['C#'],,SSI Securities Corporation,Ha Noi,2025-11-26
Business Analyst,Manager / Lead,senior,Unknown,At office,"['Software Products and Web Services', 'Professional Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Professional / Services']","['Business Analysis', 'Project Management', 'Team Management', 'Design', 'Agile']",,,,,,"['Business Analysis', 'Project Management', 'Team Management', 'Design', 'Agile']",Bosch Global Software Technologies Company Limited,Ho Chi Minh,2025-11-26
Frontend Developer,Frontend Developer,senior,Unknown,At office,"['E-commerce', 'IT Services and IT Consulting', 'Telecommunication', 'Software Products and Web Services', 'Creative and Design']","['IT & Software', 'Media / Creative', 'Ecommerce & Retail', 'Telecom']","['ReactJS', 'English', 'Jest', 'API', 'Redux', 'JavaScript']",['English'],['API'],"['ReactJS', 'Jest', 'Redux']",,['JavaScript'],,LeapXpert,Ho Chi Minh,2025-11-25
Mobile Application Developer,Backend Developer,mid,Up to $1500,At office,['Banking'],['Finance'],"['Dart', 'Kotlin', 'OOP', 'Android', 'iOS', 'Flutter']",,,['Flutter'],,"['Dart', 'Kotlin']","['OOP', 'Android', 'iOS']",Bankaool,Ho Chi Minh,2025-11-25
Project Manager,Manager / Lead,junior,Up to $2000,At office,['Software Products and Web Services'],['IT & Software'],"['Project Management', 'Agile', 'Team Management']",,,,,,"['Project Management', 'Agile', 'Team Management']",Viettel Software Services (A Member of Viettel Group),Ha Noi,2025-11-25
Automation Tester,QA / Tester,senior,Unknown,Hybrid,"['Software Products and Web Services', 'Financial Services']","['Finance', 'IT & Software']","['QA QC', 'API', 'Tester', 'Agile', 'Postman', 'Automation Test']",,"['API', 'Postman']",,,,"['QA QC', 'Tester', 'Agile', 'Automation Test']","MONEY FORWARD VIETNAM CO.,LTD",Ho Chi Minh,2025-11-25
Systems Engineer / Administrator,Other,mid,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Golang', 'Embedded', 'Docker', 'Software Architecture', 'Cryptography', 'Networking']",,['Docker'],,,['Golang'],"['Embedded', 'Software Architecture', 'Cryptography', 'Networking']",Smartoshi Technology,Ho Chi Minh,2025-11-25
Software/Technical Architect,Manager / Lead,Unknown,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Flutter', 'macOS', 'C language', 'Windows', 'Swift', '.NET']",,,"['Flutter', '.NET']",,"['C language', 'Swift']","['macOS', 'Windows']",Smartoshi Technology,Ho Chi Minh,2025-11-25
Backend Developer,Backend Developer,mid,Up to $3500,At office,['Software Products and Web Services'],['IT & Software'],"['C++', 'Linux', 'API', 'Software Architecture', 'Networking', 'Data Analysis']",,['API'],,,['C++'],"['Linux', 'Software Architecture', 'Networking', 'Data Analysis']",Smartoshi Technology,Ho Chi Minh,2025-11-25
Software/Technical Architect,Manager / Lead,lead,Up to $5000,At office,['Software Products and Web Services'],['IT & Software'],"['System Architecture', 'Golang', 'Encryption Key Management', 'Networking', 'Rust', 'Flutter']",,,['Flutter'],,"['Golang', 'Rust']","['System Architecture', 'Encryption Key Management', 'Networking']",Smartoshi Technology,Ho Chi Minh,2025-11-25
Manager,Manager / Lead,Unknown,Unknown,At office,"['E-commerce', 'Retail and Wholesale']",['Ecommerce & Retail'],"['Team Management', 'Business Analysis', 'Leadership', 'ERP', 'SAP']",,['SAP'],,,,"['Team Management', 'Business Analysis', 'Leadership', 'ERP']",Wilmar CLV (Cambodia Laos Vietnam),Ho Chi Minh,2025-11-25
Manager,Manager / Lead,principal,Unknown,At office,"['E-commerce', 'Retail and Wholesale', 'Transportation, Logistics and Warehouse']","['Logistics', 'Ecommerce & Retail']","['Team Management', 'Leadership', 'Risk Management', 'ERP', 'SAP']",,['SAP'],,,,"['Team Management', 'Leadership', 'Risk Management', 'ERP']",Wilmar CLV (Cambodia Laos Vietnam),Ho Chi Minh,2025-11-25
Manual Tester,QA / Tester,mid,Up to $1000,At office,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['Tester', 'QA QC', 'Azure', 'Jira', 'SQL', 'API']",,"['Azure', 'Jira', 'API']",,,['SQL'],"['Tester', 'QA QC']",New Ocean IS,Ho Chi Minh,2025-11-25
Manager,Manager / Lead,lead,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Team Management', 'Agile', 'CRM', 'Security', 'Cloud', 'ERP']",,,,,,"['Team Management', 'Agile', 'CRM', 'Security', 'Cloud', 'ERP']",FPT IS,Ha Noi,2025-11-25
DevOps Engineer,DevOps / Cloud,senior,Unknown,Hybrid,['Software Development Outsourcing'],['IT & Software'],"['DevOps', 'Database', 'English', 'MongoDB', 'PostgreSql', 'Azure']",['English'],"['MongoDB', 'PostgreSql', 'Azure']",,,,"['DevOps', 'Database']",Oivan,Ho Chi Minh,2025-11-25
AI / Machine Learning Engineer,Data / AI,intern,Unknown,At office,"['Blockchain & Web3 Services', 'Banking', 'Financial Services']","['Finance', 'AI / Emerging Tech']","['Business Analysis', 'Japanese', 'Project Management', 'Agile', 'English']","['Japanese', 'English']",,,,,"['Business Analysis', 'Project Management', 'Agile']",TJ Tech,Ha Noi,2025-11-25
Backend Developer,Backend Developer,mid,Unknown,Hybrid,['Software Development Outsourcing'],['IT & Software'],"['Ruby on Rails', 'Ruby', 'English']",['English'],,['Ruby on Rails'],,['Ruby'],,Oivan,Ho Chi Minh,2025-11-25
Product Owner,Manager / Lead,mid,Up to $1800,At office,"['Real Estate, Property and Construction', 'AI Software & Services']","['AI / Emerging Tech', 'Real Estate / Construction']","['Product Owner', 'Data Analysis', 'Business Analysis', 'AI', 'Scrum', 'Agile']",,,,,,"['Product Owner', 'Data Analysis', 'Business Analysis', 'AI', 'Scrum', 'Agile']",Công Ty Cổ Phần Tập Đoàn Meey Land,Ha Noi,2025-11-25
Manual Tester,QA / Tester,senior,Unknown,At office,['Pharmaceuticals'],['Healthcare'],"['QA QC', 'Automation Test', 'Scrum', 'Agile', 'Tester', 'SQL']",,,,,['SQL'],"['QA QC', 'Automation Test', 'Scrum', 'Agile', 'Tester']",Buymed,Ho Chi Minh,2025-11-25
DevSecOps Engineer,Other,senior,Up to $3000,At office,"['Banking', 'Securities & Investment', 'Financial Services', 'Emerging Tech R&D']","['Finance', 'AI / Emerging Tech']","['DevOps', 'Grafana', 'Splunk', 'Cloud', 'CI/CD', 'System Architecture']",,"['Grafana', 'Splunk']",,,,"['DevOps', 'Cloud', 'CI/CD', 'System Architecture']",Công ty Cổ phần Thanh toán số MobiFone,Ha Noi,2025-11-25
Backend Developer,Backend Developer,senior,Up to $1500,At office,['Software Products and Web Services'],['IT & Software'],"['Java', 'Cloud', 'Jira', 'PL/SQL', 'SQL', 'Spring']",,['Jira'],['Spring'],,"['Java', 'PL/SQL', 'SQL']",['Cloud'],BUCA,Ha Noi,2025-11-25
AI / Machine Learning Engineer,Data / AI,senior,Up to $3270,Hybrid,"['Food and Beverage', 'Software Products and Web Services']","['IT & Software', 'Hospitality / F&B']","['AI', 'English', 'Hugging Face Transformers', 'Python', 'Data Science', 'Machine Learning']",['English'],,,,['Python'],"['AI', 'Hugging Face Transformers', 'Data Science', 'Machine Learning']",Pizza Hut Digital & Technology,Ho Chi Minh,2025-11-25
Security Engineer,Security / Cybersecurity,Unknown,Up to $3000,At office,"['Banking', 'Securities & Investment', 'Financial Services', 'Emerging Tech R&D']","['Finance', 'AI / Emerging Tech']","['Security', 'Cloud Security', 'AI', 'DevSecOps', 'Penetration Testing']",,,,,,"['Security', 'Cloud Security', 'AI', 'DevSecOps', 'Penetration Testing']",Công ty Cổ phần Thanh toán số MobiFone,Ha Noi,2025-11-25
Automation Tester,QA / Tester,mid,Unknown,Hybrid,"['IT Hardware and Computing', 'Manufacturing and Engineering', 'Transportation, Logistics and Warehouse', 'Software Products and Web Services']","['IT & Software', 'Logistics', 'Engineering / Manufacturing']","['SQL', 'Java', 'English']",['English'],,,,"['SQL', 'Java']",,Swisslog Vietnam,Ho Chi Minh,2025-11-25
DevOps Engineer,DevOps / Cloud,senior,Unknown,Hybrid,"['Game', 'Software Products and Web Services']","['IT & Software', 'Gaming']","['DevOps', 'Linux', 'CI/CD', 'Kubernetes', 'Cloud', 'English']",['English'],['Kubernetes'],,,,"['DevOps', 'Linux', 'CI/CD', 'Cloud']",PLAYSTUDIOS,Ha Noi,2025-11-25
Database Administrator,Data / AI,mid,Unknown,At office,['Financial Services'],['Finance'],"['Database', 'Linux', 'Oracle', 'SQL']",,['Oracle'],,,['SQL'],"['Database', 'Linux']",Công ty Cổ phần Chứng khoán VPBank,Ha Noi,2025-11-25
Data Analyst,Data / AI,mid,Up to $1200,At office,"['Financial Services', 'AI Software & Services']","['Finance', 'AI / Emerging Tech']","['Python', 'Data Analysis', 'SQL']",,,,,"['Python', 'SQL']",['Data Analysis'],Trusting Social,Ho Chi Minh,2025-11-24
Fullstack Developer,Fullstack Developer,lead,Unknown,Hybrid,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Python', 'TypeScript', 'ReactJS']",,,['ReactJS'],,"['Python', 'TypeScript']",,"MONEY FORWARD VIETNAM CO.,LTD",Ho Chi Minh,2025-11-24
Frontend Developer,Frontend Developer,lead,Unknown,Hybrid,['Software Products and Web Services'],['IT & Software'],"['ReactJS', 'Leadership', 'NextJS', 'TypeScript', 'JavaScript', 'English']",['English'],,"['ReactJS', 'NextJS']",,"['TypeScript', 'JavaScript']",['Leadership'],"MONEY FORWARD VIETNAM CO.,LTD",Ha Noi,2025-11-24
AI / Machine Learning Engineer,Data / AI,senior,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['AI', 'LLM', 'Deep Learning', 'Machine Learning', 'Computer Vision', 'NLP']",,,,,,"['AI', 'LLM', 'Deep Learning', 'Machine Learning', 'Computer Vision', 'NLP']",MB Bank,Ha Noi,2025-11-24
AI / Machine Learning Engineer,Data / AI,mid,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['AI', 'LLM', 'Deep Learning', 'Machine Learning', 'Computer Vision', 'NLP']",,,,,,"['AI', 'LLM', 'Deep Learning', 'Machine Learning', 'Computer Vision', 'NLP']",MB Bank,Ha Noi,2025-11-24
Data Analyst,Data / AI,junior,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['Data Analysis', 'Power BI', 'Microsoft SQL Server', 'Oracle', 'SQL']",,"['Power BI', 'Microsoft SQL Server', 'Oracle']",,,['SQL'],['Data Analysis'],MB Bank,Ha Noi,2025-11-24
AI / Machine Learning Engineer,Data / AI,junior,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['Machine Learning', 'Jenkins', 'Docker', 'Big Data', 'AI', 'Python']",,"['Jenkins', 'Docker']",,,['Python'],"['Machine Learning', 'Big Data', 'AI']",MB Bank,Ha Noi,2025-11-24
Data Architect,Data / AI,mid,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['Oracle', 'Redis', 'MongoDB', 'PostgreSql', 'Azure', 'Cloud']",,"['Oracle', 'Redis', 'MongoDB', 'PostgreSql', 'Azure']",,,,['Cloud'],MB Bank,Ha Noi,2025-11-24
Fullstack Developer,Fullstack Developer,senior,Unknown,At office,"['Tourism and Hospitality Services', 'Software Products and Web Services']","['IT & Software', 'Hospitality / F&B']","['.NET', 'C#', 'Azure']",,['Azure'],['.NET'],,['C#'],,Scandinavian Software Park,Ha Noi,2025-11-24
Data Engineer,Data / AI,mid,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['Data Engineer', 'Power BI', 'Business Intelligence', 'Tableau', 'Cloud', 'Oracle']",,"['Power BI', 'Tableau', 'Oracle']",,,,"['Data Engineer', 'Business Intelligence', 'Cloud']",MB Bank,Ha Noi,2025-11-24
Data Scientist,Data / AI,junior,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['Data Science', 'Keras', 'Deep Learning', 'Machine Learning', 'Matlab', 'Python']",,,['Keras'],,"['Matlab', 'Python']","['Data Science', 'Deep Learning', 'Machine Learning']",MB Bank,Ha Noi,2025-11-24
Data Analyst,Data / AI,principal,Up to $2500,At office,"['Financial Services', 'AI Software & Services']","['Finance', 'AI / Emerging Tech']","['Python', 'Data Analysis', 'SQL']",,,,,"['Python', 'SQL']",['Data Analysis'],Trusting Social,Ho Chi Minh,2025-11-24
Data Governance Specialist,Data / AI,junior,Up to $3000,At office,"['Banking', 'Financial Services']",['Finance'],"['Data Privacy / Compliance', 'Project Management', 'Scrum', 'Business Intelligence', 'Data Quality Tools']",,,,,,"['Data Privacy / Compliance', 'Project Management', 'Scrum', 'Business Intelligence', 'Data Quality Tools']",MB Bank,Ha Noi,2025-11-24
DevOps Engineer,DevOps / Cloud,senior,Unknown,At office,['Game'],['Gaming'],"['DevOps', 'Software Architecture', 'Python', 'Cloud', 'AWS']",,['AWS'],,,['Python'],"['DevOps', 'Software Architecture', 'Cloud']",THS GAME,Ho Chi Minh,2025-11-24
SysOps Engineer,Other,intern,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Linux', 'System Architecture', 'AWS']",,['AWS'],,,,"['Linux', 'System Architecture']",Inceptionlabs,Ho Chi Minh,2025-11-24
Security Engineer,Security / Cybersecurity,junior,Up to $2500,At office,['Telecommunication'],['Telecom'],"['Cloud Security', 'CI/CD', 'SIEM', 'AWS', 'Linux']",,['AWS'],,,,"['Cloud Security', 'CI/CD', 'SIEM', 'Linux']",Viettel Group,Ha Noi,2025-11-24
Backend Developer,Backend Developer,senior,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['NodeJS', 'CI/CD', 'NestJS', 'TypeScript', 'NoSQL', 'AWS']",,['AWS'],['NestJS'],,['TypeScript'],"['NodeJS', 'CI/CD', 'NoSQL']",XT Solution,Ho Chi Minh,2025-11-24
Backend Developer,Backend Developer,senior,Up to $2200,At office,['Cyber Security'],['IT & Software'],"['Python', 'FastAPI', 'PostgreSql', 'AWS', 'JavaScript', 'Django']",,"['PostgreSql', 'AWS']","['FastAPI', 'Django']",,"['Python', 'JavaScript']",,Outpost24,Ha Noi,2025-11-24
Frontend Developer,Frontend Developer,lead,Unknown,Hybrid,"['Banking', 'IT Services and IT Consulting']","['Finance', 'IT & Software']","['ReactJS', 'Java', 'NodeJS']",,,['ReactJS'],,['Java'],['NodeJS'],NAB Innovation Centre Vietnam,Ho Chi Minh,2025-11-24
Data Engineer,Data / AI,senior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Data Engineer', 'Apache Airflow', 'Data Warehousing', 'Cloud', 'SQL', 'Python']",,['Apache Airflow'],,,"['SQL', 'Python']","['Data Engineer', 'Data Warehousing', 'Cloud']",One Mount Group,Ha Noi,2025-11-24
Data Analyst,Data / AI,senior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Data Analysis', 'Python', 'Data Warehousing', 'DBT', 'Power BI', 'SQL']",,['Power BI'],,,"['Python', 'SQL']","['Data Analysis', 'Data Warehousing', 'DBT']",One Mount Group,Ha Noi,2025-11-24
Business Analyst,Manager / Lead,lead,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Business Analysis', 'English', 'ERP', 'Scrum', 'Waterfall Methodology', 'Agile']",['English'],,,,,"['Business Analysis', 'ERP', 'Scrum', 'Waterfall Methodology', 'Agile']",ETC Technology Systems,Ha Noi,2025-11-24
Fullstack Developer,Fullstack Developer,intern,Up to $5000,At office,"['Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Python', 'AI', 'JavaScript', 'Django', 'JSON']",,,['Django'],,"['Python', 'JavaScript']","['AI', 'JSON']","Glacis, Inc",Ho Chi Minh,2025-11-24
Database Engineer,Data / AI,mid,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Database', 'SQL', 'English']",['English'],,,,['SQL'],['Database'],Live Payments,Ho Chi Minh,2025-11-23
DevSecOps Engineer,Other,intern,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['DevSecOps', 'Kubernetes', 'CI/CD', 'Cloud-native Architecture', 'Docker', 'GitLab']",,"['Kubernetes', 'Docker', 'GitLab']",,,,"['DevSecOps', 'CI/CD', 'Cloud-native Architecture']",Amigo,Ha Noi,2025-11-23
Manager,Manager / Lead,mid,Up to $4000,At office,"['Blockchain & Web3 Services', 'IT Services and IT Consulting', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['English', 'Wordpress', 'SQL', 'HTML5', 'Agile']",['English'],['Wordpress'],,,"['SQL', 'HTML5']",['Agile'],Viettel Group,Ha Noi,2025-11-23
Network Engineer,Other,intern,Unknown,At office,['Financial Services'],['Finance'],"['Networking', 'System Admin', 'Cloud']",,,,,,"['Networking', 'System Admin', 'Cloud']",TRUNG TÂM THÔNG TIN TÍN DỤNG QUỐC GIA VIỆT NAM (CIC),Ha Noi,2025-11-23
Security Tester / Penetration Tester,QA / Tester,junior,Unknown,At office,['Financial Services'],['Finance'],"['Pentest', 'Firewall', 'Security', 'ThreadX']",,,['ThreadX'],,,"['Pentest', 'Firewall', 'Security']",TRUNG TÂM THÔNG TIN TÍN DỤNG QUỐC GIA VIỆT NAM (CIC),Ha Noi,2025-11-23
RPA Engineer,Other,senior,Up to $1500,At office,"['Insurance', 'Consumer Goods', 'E-commerce', 'IT Hardware and Computing', 'Real Estate, Property and Construction']","['Finance', 'IT & Software', 'Ecommerce & Retail', 'Real Estate / Construction']","['Power Automate', 'LLM', 'Robotic Process Automation (RPA)', 'Database', 'AI', 'Python']",,['Power Automate'],,,['Python'],"['LLM', 'Robotic Process Automation (RPA)', 'Database', 'AI']",Ambition Vietnam,Ho Chi Minh,2025-11-26
Security Engineer,Security / Cybersecurity,junior,Unknown,At office,['Financial Services'],['Finance'],"['Cybersecurity', 'AI', 'IoT', 'CloudFormation', 'Blockchain', 'Big Data']",,,,,,"['Cybersecurity', 'AI', 'IoT', 'CloudFormation', 'Blockchain', 'Big Data']",TRUNG TÂM THÔNG TIN TÍN DỤNG QUỐC GIA VIỆT NAM (CIC),Ha Noi,2025-11-23
Test Coordinator / QAQC Coordinator,QA / Tester,Unknown,Unknown,Hybrid,['Financial Services'],['Finance'],"['Java', 'JavaScript', 'Postman', 'Python', 'API', 'Automation Test']",,"['Postman', 'API']",,,"['Java', 'JavaScript', 'Python']",['Automation Test'],TymeX,Ho Chi Minh,2025-11-23
Security Engineer,Security / Cybersecurity,mid,Unknown,At office,"['IT Services and IT Consulting', 'Cyber Security', 'Network and Infrastructure', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['Information Security', 'Cybersecurity', 'Application Security', 'Security', 'SIEM']",,,,,,"['Information Security', 'Cybersecurity', 'Application Security', 'Security', 'SIEM']",DIGI-TEXX VIETNAM,Ho Chi Minh,2025-11-23
Fullstack Developer,Fullstack Developer,senior,Up to $3500,At office,['E-commerce'],['Ecommerce & Retail'],"['React Native', 'Rust', 'TypeScript', 'NodeJS', 'English']",['English'],,,,"['Rust', 'TypeScript']","['React Native', 'NodeJS']",what3words,Ho Chi Minh,2025-11-23
Security Engineer,Security / Cybersecurity,junior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Security', 'IDS/IPS', 'Linux', 'Windows', 'English']",['English'],,,,,"['Security', 'IDS/IPS', 'Linux', 'Windows']",ETC Technology Systems,Ha Noi,2025-11-23
Fullstack Developer,Fullstack Developer,lead,Up to $4500,Hybrid,['E-commerce'],['Ecommerce & Retail'],"['React Native', 'Rust', 'TypeScript', 'NodeJS', 'English']",['English'],,,,"['Rust', 'TypeScript']","['React Native', 'NodeJS']",what3words,Ho Chi Minh,2025-11-23
Business Analyst,Manager / Lead,mid,Up to $2000,At office,['Telecommunication'],['Telecom'],"['Business Analysis', 'Wireframing', 'Database']",,,,,,"['Business Analysis', 'Wireframing', 'Database']",Viettel Group,Ha Noi,2025-11-23
Backend Developer,Backend Developer,principal,Unknown,At office,['Cyber Security'],['IT & Software'],"['Golang', 'Networking', 'Cloud Security']",,,,,['Golang'],"['Networking', 'Cloud Security']",Qualgo Technologies,Ho Chi Minh,2025-11-23
Fullstack Developer,Fullstack Developer,senior,Up to $3500,At office,['Financial Services'],['Finance'],"['NodeJS', 'Redis', 'GitHub', 'English', 'Docker', 'ReactJS']",['English'],"['Redis', 'GitHub', 'Docker']",['ReactJS'],,,['NodeJS'],"SOFTFLEX LLC CO.,LTD",Ha Noi,2025-11-23
